arbeider,arbeider,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
Arbeider,arbeider,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
arbeider,arbeider,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
Arbeider,arbeider,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
"arbeider (los)","arbeider (los)",https://iisg.amsterdam/resource/hisco/code/hisco/99920,Day-Labourer,"Performs the same range of tasks, using the same types of tools as a labourer (9-99.10), but is specifically hired and paid by the day."
"arbeider (veld)","arbeider (veld)",https://iisg.amsterdam/resource/hisco/code/hisco/62210,"Field Crop Farm Worker","Performs, by hand or machine, a variety of tasks in the propagation, cultivation and harvesting of field crops, under the supervision of the farm supervisor."
"arbeider en koopman","arbeider en koopman",https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
"arbeider nu soldaat","arbeider nu soldaat",https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
arbeidster,arbeidster,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
Arbeidster,arbeidster,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
arbeier,arbeier,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
arbieder,arbieder,https://iisg.amsterdam/resource/hisco/code/hisco/99900,"Worker, No Further Information","May perform any (but not all) of the occupational activities listed in unit group 9-99, but is described only by the single term >worker=."
artiest,artiest,https://iisg.amsterdam/resource/hisco/code/hisco/16000,"Sculptor, Painter, Photographer or Related Creative Artist, Specialisation Unknown","May perform any (but not all) of the occupational tasks listed in unit groups 1-61 to 1-63."
artist,artist,https://iisg.amsterdam/resource/hisco/code/hisco/16000,"Sculptor, Painter, Photographer or Related Creative Artist, Specialisation Unknown","May perform any (but not all) of the occupational tasks listed in unit groups 1-61 to 1-63."
Arts,arts,https://iisg.amsterdam/resource/hisco/code/hisco/06105,"General Physician","Conducts medical examinations, makes diagnoses, prescribes medicines, and gives other forms of treatment for various kinds of diseases, disorders and injuries of the human body; applies preventive medicine techniques to prevent diseases and promote good health."
"asphalt dekker","asphalt dekker",https://iisg.amsterdam/resource/hisco/code/hisco/95340,"Asphalt Roofer","Covers top side (roof) of buildings with several layers of roofing paper and hot tar and final surface layer of gravel."
asphaltbewerker,asphaltbewerker,https://iisg.amsterdam/resource/hisco/code/hisco/97460,"Tar-Spreading Machine Operator","Operates a tractor-drawn or self-propelled machine to spread bituminous or tar preparations on road surfaces."
asphalteur,asphalteur,https://iisg.amsterdam/resource/hisco/code/hisco/97460,"Tar-Spreading Machine Operator","Operates a tractor-drawn or self-propelled machine to spread bituminous or tar preparations on road surfaces."
"assistent accountant","assistent accountant",https://iisg.amsterdam/resource/hisco/code/hisco/11010,"Accountant, General","Plans and administers accounting services and advises on accountancy problems of private persons, enterprises, institutions and governmental organisations."
"autogeen lasscher","autogeen lasscher",https://iisg.amsterdam/resource/hisco/code/hisco/87210,"Welder, General","Welds metal parts by means of oxy-acetylene, other gas flame or electric arc."
"automobiel handelaar","automobiel handelaar",https://iisg.amsterdam/resource/hisco/code/hisco/41025,"Working Proprietor (Wholesale or Retail Trade)","Conducts a business either in wholesale trade (4-10.20) or in retail trade (4-10.30)."
baggerman,baggerman,https://iisg.amsterdam/resource/hisco/code/hisco/97400,"Excavator, Specialisation Unknown","May perform any (but not all) of the occupational activities described in 9-74.20 to 9-74.90."
bakker,bakker,https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
Bakker,bakker,https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
"bakkers knecht","bakkers knecht",https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
bakkerskn.,bakkerskn.,https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
bakkersknecht,bakkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
Bakkersknecht,bakkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
bakkersleerling,bakkersleerling,https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
bakkesknecht,bakkesknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77610,"Baker, General","Makes bread, cake, biscuits, pastries, pies and other flour products."
bamboewerker,bamboewerker,https://iisg.amsterdam/resource/hisco/code/hisco/81000,"Woodworker, Specialisation Unknown","May perform any (but not all) of the occupational activities described in minor group 8-1."
"banket bakker","banket bakker",https://iisg.amsterdam/resource/hisco/code/hisco/77630,"Pastry Maker","Makes tarts, cakes and other pastry products."
banketbakker,banketbakker,https://iisg.amsterdam/resource/hisco/code/hisco/77630,"Pastry Maker","Makes tarts, cakes and other pastry products."
Banketbakker,banketbakker,https://iisg.amsterdam/resource/hisco/code/hisco/77630,"Pastry Maker","Makes tarts, cakes and other pastry products."
banketbakkersbediende,banketbakkersbediende,https://iisg.amsterdam/resource/hisco/code/hisco/77630,"Pastry Maker","Makes tarts, cakes and other pastry products."
banketbakkersknecht,banketbakkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77630,"Pastry Maker","Makes tarts, cakes and other pastry products."
bankwerker,bankwerker,https://iisg.amsterdam/resource/hisco/code/hisco/83210,"Toolmaker, Metal Pattern Maker and Metal Marker, General","Makes tools, dies, patterns and other metal articles using hand and machine tools."
Bankwerker,bankwerker,https://iisg.amsterdam/resource/hisco/code/hisco/83210,"Toolmaker, Metal Pattern Maker and Metal Marker, General","Makes tools, dies, patterns and other metal articles using hand and machine tools."
bankwerkersknecht,bankwerkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/83210,"Toolmaker, Metal Pattern Maker and Metal Marker, General","Makes tools, dies, patterns and other metal articles using hand and machine tools."
barbier,barbier,https://iisg.amsterdam/resource/hisco/code/hisco/57030,"Barber Hairdresser","Cuts hair, shaves and trims beards and performs other personal services incidental to barbering."
Barbier,barbier,https://iisg.amsterdam/resource/hisco/code/hisco/57030,"Barber Hairdresser","Cuts hair, shaves and trims beards and performs other personal services incidental to barbering."
barbiersbediende,barbiersbediende,https://iisg.amsterdam/resource/hisco/code/hisco/57030,"Barber Hairdresser","Cuts hair, shaves and trims beards and performs other personal services incidental to barbering."
barbiersleerling,barbiersleerling,https://iisg.amsterdam/resource/hisco/code/hisco/57030,"Barber Hairdresser","Cuts hair, shaves and trims beards and performs other personal services incidental to barbering."
basculemaker,basculemaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,"Precision Instrument Maker","Makes, adjusts and repairs mechanical instruments and mechanical portions of electrical and optical instruments."
basculenmaker,basculenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,"Precision Instrument Maker","Makes, adjusts and repairs mechanical instruments and mechanical portions of electrical and optical instruments."
beddenmaker,beddenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79640,"Mattress Maker","Makes mattresses completely by hand or machine."
bediende,bediende,https://iisg.amsterdam/resource/hisco/code/hisco/54010,"Domestic servant, general","Cleans rooms, prepares food and serves meals, washes dishes and performs additional domestic duties in private households (5-40.20). May also attend to employer=s personal needs (5-40.30), take care of children (5-40.35), or provide companionship for employer (5-40.40)."
beeldenmaker,beeldenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/16120,Sculptor,"Creates three-dimensional decorative and representational forms by shaping materials such as wood, stone, clay, marble or metal."
behanger,behanger,https://iisg.amsterdam/resource/hisco/code/hisco/95925,Paperhanger,"Covers interior walls and ceilings of buildings with wallpaper."
Behanger,behanger,https://iisg.amsterdam/resource/hisco/code/hisco/95925,Paperhanger,"Covers interior walls and ceilings of buildings with wallpaper."
"behanger en stoffeerder","behanger en stoffeerder",https://iisg.amsterdam/resource/hisco/code/hisco/95925,Paperhanger,"Covers interior walls and ceilings of buildings with wallpaper."
behangersknecht,behangersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/95925,Paperhanger,"Covers interior walls and ceilings of buildings with wallpaper."
Behangersknecht,behangersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/95925,Paperhanger,"Covers interior walls and ceilings of buildings with wallpaper."
bekleder,bekleder,https://iisg.amsterdam/resource/hisco/code/hisco/95990,"Other Construction Workers","This group includes construction workers not elsewhere classified, for example those who shore up buildings in course of alteration, and adjoining buildings if necessary, with metal tubing, metal or wood beams and chocks; apply a durable asphalt, clay, sand, bituminous or asbestos-fibre surface to floors; pull sections of heavy cables through underground channels using winches and other equipment; specialise in placing and fixing in position assembled prefabricated building sections such as wall, ceiling and floor units."
Besteller,besteller,https://iisg.amsterdam/resource/hisco/code/hisco/37040,Messenger,"Delivers messages, packages and other items to offices or other commercial premises within an establishment or elsewhere."
besteller,besteller,https://iisg.amsterdam/resource/hisco/code/hisco/37030,Postman,"Delivers mail along a regular route to private homes and business establishments after sorting it according to streets and street numbers."
betonwerker,betonwerker,https://iisg.amsterdam/resource/hisco/code/hisco/94320,"Cast Concrete Product Maker","Performs one or more tasks in the manufacture of precast concrete products, such as kerbstones, flagstones, fencing posts, moulded pipe sections and trench liners, lintels, blocks, concrete bricks and tiles, composite building units, walling and partition slabs, segmented tunnel linings and foundation piling."
beurtschipper,beurtschipper,https://iisg.amsterdam/resource/hisco/code/hisco/04220,"Ship's Master (Inland Waterways)","Takes complete charge of vessel confined to inland waterways and directs, co-ordinates and supervises activities on board. Boatman is classified in 9.81.90."
bewaker,bewaker,https://iisg.amsterdam/resource/hisco/code/hisco/58940,Watchman,"Guards industrial plant, warehouse or other property against fire, theft and illegal entry. May carry out other duties, such as sweeping floors. Private police guard is classified in 5-82.40."
bezembinder,bezembinder,https://iisg.amsterdam/resource/hisco/code/hisco/94240,"Broom Maker (Hand)","Selects and prepares materials, such as broom corn, bass, whisker and fibre and fastens them to broom handles by hand."
Bezembinder,bezembinder,https://iisg.amsterdam/resource/hisco/code/hisco/94240,"Broom Maker (Hand)","Selects and prepares materials, such as broom corn, bass, whisker and fibre and fastens them to broom handles by hand."
bezembindersbaas,bezembindersbaas,https://iisg.amsterdam/resource/hisco/code/hisco/94240,"Broom Maker (Hand)","Selects and prepares materials, such as broom corn, bass, whisker and fibre and fastens them to broom handles by hand."
bezemmaker,bezemmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94240,"Broom Maker (Hand)","Selects and prepares materials, such as broom corn, bass, whisker and fibre and fastens them to broom handles by hand."
bierbottelaar,bierbottelaar,https://iisg.amsterdam/resource/hisco/code/hisco/77810,"Brewer, General","Mixes, presses, malts and ferments grains or fruits to make alcoholic or non-alchoholic beverages."
Bierbottelaar,bierbottelaar,https://iisg.amsterdam/resource/hisco/code/hisco/97152,"Packer, Hand or Machine","Packs materials or products by hand (9-71.50) or machine (9-71.55)."
"bierbottelaars knecht","bierbottelaars knecht",https://iisg.amsterdam/resource/hisco/code/hisco/77810,"Brewer, General","Mixes, presses, malts and ferments grains or fruits to make alcoholic or non-alchoholic beverages."
bierbottelaarsknecht,bierbottelaarsknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77810,"Brewer, General","Mixes, presses, malts and ferments grains or fruits to make alcoholic or non-alchoholic beverages."
bierbrouwer,bierbrouwer,https://iisg.amsterdam/resource/hisco/code/hisco/77810,"Brewer, General","Mixes, presses, malts and ferments grains or fruits to make alcoholic or non-alchoholic beverages."
bierbrouwersknecht,bierbrouwersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77810,"Brewer, General","Mixes, presses, malts and ferments grains or fruits to make alcoholic or non-alchoholic beverages."
bierhandelaar,bierhandelaar,https://iisg.amsterdam/resource/hisco/code/hisco/41025,"Working Proprietor (Wholesale or Retail Trade)","Conducts a business either in wholesale trade (4-10.20) or in retail trade (4-10.30)."
bierhuishouder,bierhuishouder,https://iisg.amsterdam/resource/hisco/code/hisco/45190,"Other Salesmen, Shop Assistants and Demonstrators","This group includes salesmen and shop assistants not elsewhere classified, for example those who replenish stocks and assist customers according to written or telephoned requests; conduct and assist customers in their purchasing in a self-service store; those who sell petrol, oil or other motoring requirements in a garage, motor service station or similar establishement to customers."
bierhuishoudster,bierhuishoudster,https://iisg.amsterdam/resource/hisco/code/hisco/51050,"Working Proprietor (Café, Bar and Snack Bar)","Operates a café, bar or snack bar on own account or in partnership, to sell food or alcoholic and other beverages to customers."
billardmaker,billardmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81190,"Other Cabinetmakers","This groups includes cabinetmakers not elsewhere classified, for example those who make billiard tables, piano shells, small wooden cases for jewellery and instruments, clock cases and similar products."
bleeker,bleeker,https://iisg.amsterdam/resource/hisco/code/hisco/56010,"Launderer, General","Performs duties such as washing, drying and ironing clothing, textile fabrics and similar articles in a laundry or in private house."
Bleeker,bleeker,https://iisg.amsterdam/resource/hisco/code/hisco/56010,"Launderer, General","Performs duties such as washing, drying and ironing clothing, textile fabrics and similar articles in a laundry or in private house."
bleekerknecht,bleekerknecht,https://iisg.amsterdam/resource/hisco/code/hisco/56010,"Launderer, General","Performs duties such as washing, drying and ironing clothing, textile fabrics and similar articles in a laundry or in private house."
bleekerskn.,bleekerskn.,https://iisg.amsterdam/resource/hisco/code/hisco/56010,"Launderer, General","Performs duties such as washing, drying and ironing clothing, textile fabrics and similar articles in a laundry or in private house."
bleekersknecht,bleekersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/56010,"Launderer, General","Performs duties such as washing, drying and ironing clothing, textile fabrics and similar articles in a laundry or in private house."
Bleekersknecht,bleekersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/56010,"Launderer, General","Performs duties such as washing, drying and ironing clothing, textile fabrics and similar articles in a laundry or in private house."
blikslager,blikslager,https://iisg.amsterdam/resource/hisco/code/hisco/87340,Tinsmith,"Makes and repairs kitchen utensils and other articles in tinplate."
Blikslager,blikslager,https://iisg.amsterdam/resource/hisco/code/hisco/87340,Tinsmith,"Makes and repairs kitchen utensils and other articles in tinplate."
blikslagersknecht,blikslagersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/87340,Tinsmith,"Makes and repairs kitchen utensils and other articles in tinplate."
blikstamper,blikstamper,https://iisg.amsterdam/resource/hisco/code/hisco/72250,"Roller, Non-Ferrous Metals","Operates rolling mill to reduce or form hot or cold non-ferrous metal into plate, sheet, foil, wire or rod of specified dimensions."
blikwerker,blikwerker,https://iisg.amsterdam/resource/hisco/code/hisco/87340,Tinsmith,"Makes and repairs kitchen utensils and other articles in tinplate."
bloemist,bloemist,https://iisg.amsterdam/resource/hisco/code/hisco/61270,"Horticultural Farmer","Conducts a nursery or market garden on own behalf, or in partnership, to propagate trees, shrubs, flowers and other plants or to grow vegetables by intensive cultivation techniques:"
Bloemist,bloemist,https://iisg.amsterdam/resource/hisco/code/hisco/41030,"Working Proprietor (Retail Trade)","Conducts a business in retail trade on own behalf or in partnership, buying goods and selling them for personal or household consumption or other use."
"bloemist knecht","bloemist knecht",https://iisg.amsterdam/resource/hisco/code/hisco/62730,"Nursery Worker","Performs a variety of tasks in the propagation and cultivation of trees, shrubs, flowers and other plants, and the production of bulbs and seeds, for sale."
bloemist-knecht,bloemist-knecht,https://iisg.amsterdam/resource/hisco/code/hisco/62730,"Nursery Worker","Performs a variety of tasks in the propagation and cultivation of trees, shrubs, flowers and other plants, and the production of bulbs and seeds, for sale."
bloemistknecht,bloemistknecht,https://iisg.amsterdam/resource/hisco/code/hisco/61270,"Horticultural Farmer","Conducts a nursery or market garden on own behalf, or in partnership, to propagate trees, shrubs, flowers and other plants or to grow vegetables by intensive cultivation techniques:"
bode,bode,https://iisg.amsterdam/resource/hisco/code/hisco/37040,Messenger,"Delivers messages, packages and other items to offices or other commercial premises within an establishment or elsewhere."
Bode,bode,https://iisg.amsterdam/resource/hisco/code/hisco/37040,Messenger,"Delivers messages, packages and other items to offices or other commercial premises within an establishment or elsewhere."
Boekbinder,boekbinder,https://iisg.amsterdam/resource/hisco/code/hisco/92625,"Bookbinder (Hand or Machine)","Binds printed material together by hand (9-26.20) or machine (9-26.30)."
boekbinder,boekbinder,https://iisg.amsterdam/resource/hisco/code/hisco/92625,"Bookbinder (Hand or Machine)","Binds printed material together by hand (9-26.20) or machine (9-26.30)."
boekbindersknecht,boekbindersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/92625,"Bookbinder (Hand or Machine)","Binds printed material together by hand (9-26.20) or machine (9-26.30)."
boekbindersleerling,boekbindersleerling,https://iisg.amsterdam/resource/hisco/code/hisco/92625,"Bookbinder (Hand or Machine)","Binds printed material together by hand (9-26.20) or machine (9-26.30)."
boekdrukker,boekdrukker,https://iisg.amsterdam/resource/hisco/code/hisco/92110,"Printer, General","Sets type and operates a small printing machine."
Boekdrukker,boekdrukker,https://iisg.amsterdam/resource/hisco/code/hisco/92110,"Printer, General","Sets type and operates a small printing machine."
Boekhouder,boekhouder,https://iisg.amsterdam/resource/hisco/code/hisco/33110,"Bookkeeper, General","Maintains complete records of financial transactions of an undertaking. Accountants are classified in unit group 1-10."
boekhouder,boekhouder,https://iisg.amsterdam/resource/hisco/code/hisco/33110,"Bookkeeper, General","Maintains complete records of financial transactions of an undertaking. Accountants are classified in unit group 1-10."
"boeren arbeider","boeren arbeider",https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
"boeren knecht","boeren knecht",https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
boerenarbeider,boerenarbeider,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
Boerenarbeider,boerenarbeider,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
boerenkecht,boerenkecht,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
boerenkn.,boerenkn.,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
boerenknecht,boerenknecht,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
Boerenknecht,boerenknecht,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
boerenwerkman,boerenwerkman,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
boernenknecht,boernenknecht,https://iisg.amsterdam/resource/hisco/code/hisco/62105,"Farm Worker, General","Performs a variety of tasks in growing crops and breeding and raising livestock."
"boom kweeker","boom kweeker",https://iisg.amsterdam/resource/hisco/code/hisco/61230,"Orchard and Related Tree and Shrub Crop Farmer","Conducts a farm on own behalf, or in partnership, to cultivate trees or shrubs for production of their fruits, leaves or saps. May process these products to make fruit pulp or juice, cider, vinegar, dried fruits or other derived products."
boomensnoeier,boomensnoeier,https://iisg.amsterdam/resource/hisco/code/hisco/62730,"Nursery Worker","Performs a variety of tasks in the propagation and cultivation of trees, shrubs, flowers and other plants, and the production of bulbs and seeds, for sale."
boomkweeker,boomkweeker,https://iisg.amsterdam/resource/hisco/code/hisco/61230,"Orchard and Related Tree and Shrub Crop Farmer","Conducts a farm on own behalf, or in partnership, to cultivate trees or shrubs for production of their fruits, leaves or saps. May process these products to make fruit pulp or juice, cider, vinegar, dried fruits or other derived products."
boomkweekerskecht,boomkweekerskecht,https://iisg.amsterdam/resource/hisco/code/hisco/62730,"Nursery Worker","Performs a variety of tasks in the propagation and cultivation of trees, shrubs, flowers and other plants, and the production of bulbs and seeds, for sale."
Boomkweker,boomkweker,https://iisg.amsterdam/resource/hisco/code/hisco/61230,"Orchard and Related Tree and Shrub Crop Farmer","Conducts a farm on own behalf, or in partnership, to cultivate trees or shrubs for production of their fruits, leaves or saps. May process these products to make fruit pulp or juice, cider, vinegar, dried fruits or other derived products."
boomkweker,boomkweker,https://iisg.amsterdam/resource/hisco/code/hisco/61230,"Orchard and Related Tree and Shrub Crop Farmer","Conducts a farm on own behalf, or in partnership, to cultivate trees or shrubs for production of their fruits, leaves or saps. May process these products to make fruit pulp or juice, cider, vinegar, dried fruits or other derived products."
boomsnoeier,boomsnoeier,https://iisg.amsterdam/resource/hisco/code/hisco/62730,"Nursery Worker","Performs a variety of tasks in the propagation and cultivation of trees, shrubs, flowers and other plants, and the production of bulbs and seeds, for sale."
boorwerker,boorwerker,https://iisg.amsterdam/resource/hisco/code/hisco/83450,"Boring Machine-Operator","Operates a power-driven machine set up for repetitive work, in which cylindrical holes in metal parts are aligned and enlarged to required size by a rotating cutting tool."
bootwerker,bootwerker,https://iisg.amsterdam/resource/hisco/code/hisco/97120,Docker,"Loads and unloads ships' cargoes."
Bootwerker,bootwerker,https://iisg.amsterdam/resource/hisco/code/hisco/97120,Docker,"Loads and unloads ships' cargoes."
borduurwerkster,borduurwerkster,https://iisg.amsterdam/resource/hisco/code/hisco/79565,"Embroiderer, Hand or Machine","Works decorative designs on garment parts or other materials by hand stitching (7-95.60) or sewing machine (7-95.70)."
borstelmaker,borstelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94230,"Brush Maker (Hand)","Selects and prepares brush materials, such as bristles, fibre, nylon and wire and sets them in brush base."
Borstelmaker,borstelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94230,"Brush Maker (Hand)","Selects and prepares brush materials, such as bristles, fibre, nylon and wire and sets them in brush base."
bosjesmaker,bosjesmaker,https://iisg.amsterdam/resource/hisco/code/hisco/78290,"Other Cigar Makers","This group includes cigar makers not elsewhere classified, for example those for example those who examine wrapper leaves and sort them for colour and size; separate good binder leaves from imperfect ones; lay wrappers on cigar-making machine and patch leaves which have holes in them; examine finished cigars for imperfections and sort for colour and size."
boterhandelaar,boterhandelaar,https://iisg.amsterdam/resource/hisco/code/hisco/41025,"Working Proprietor (Wholesale or Retail Trade)","Conducts a business either in wholesale trade (4-10.20) or in retail trade (4-10.30)."
bouwknecht,bouwknecht,https://iisg.amsterdam/resource/hisco/code/hisco/62210,"Field Crop Farm Worker","Performs, by hand or machine, a variety of tasks in the propagation, cultivation and harvesting of field crops, under the supervision of the farm supervisor."
Bouwkundige,bouwkundige,https://iisg.amsterdam/resource/hisco/code/hisco/02210,"Civil Engineer, General","Carries out research, designs and advises on structures such as bridges, dams, docks, roads, airports, railways, waste disposal and flood control systems and industrial and other large buildings, and plans, organises and supervises their construction, maintenance and repair."
bouwmeester,bouwmeester,https://iisg.amsterdam/resource/hisco/code/hisco/22675,"Supervisor and General Foreman (Construction Work)","Supervises, on a construction site, activities of a distinct unit of a construction enterprise which executes a construction project, or one or more phases thereof, and controls and co-ordinates the activities of the workers in this unit engaged in various occupations."
bouwwerker,bouwwerker,https://iisg.amsterdam/resource/hisco/code/hisco/95000,"Construction Worker, Specialisation Unknown","May perform any (but not all) of the occupational activities described in minor group 9-5."
brander,brander,https://iisg.amsterdam/resource/hisco/code/hisco/74490,"Other Still and Reactor Operators","This group includes still and reactor operators not elsewhere classified, for example those who specialise in refining crude wood turpentine; distilling resin into gum turpentine; distilling alcoholic beverages from prepares mixtures; distilling vegetable products with the aid of steam to obtain perfumes and aromatic substances of an oily nature; or assisting in operation of stills."
